33,625,,,,,1//33:ファイアボルトの魔法書
34,626,,,,,1//34:ライトニングボルトの魔法書
267,627,,,,,1//267:暗黒の光線の魔法書
268,628,,,,,1//268:幻影の光線の魔法書
118,629,,,,,1//118:モンスター召喚の魔法書
269,630,,,,,1//269:アイスボールの魔法書
270,631,,,,,1//270:ファイアボールの魔法書
272,632,,,,,1//272:混沌の渦の魔法書
271,633,,,,,1//271:轟音の波動の魔法書
484,634,,,,,1//484:蜘蛛の巣の魔法書
546,635,,,,,1//546:壁生成の魔法書
289,636,,,,,1//289:願いの魔法書
374,637,,,,,1//374:鈍足の魔法書
380,638,,,,,1//380:脆弱の霧の魔法書
381,639,,,,,1//381:元素の傷跡の魔法書
564,640,,,,,1//564:酸の海の魔法書
569,641,,,,,1//569:炎の壁の魔法書
582,642,,,,,1//582:扉生成の魔法書
697,643,,,,,1//697:魔力の集積の魔法書
696,644,,,,,1//696:魔力の嵐の魔法書
481,645,,,,,1//481:支配の魔法書
732,646,,,,,1//732:収穫の魔法書
15,647,,,,,1//神託の巻物
363,648,,,,,1//*解呪*の巻物
288,649,,,,,1//呪縛の巻物
245,650,,,,,1//ショートテレポートの巻物
16,651,,,,,1//テレポートの巻物
236,652,,,,,1//帰還の巻物
638,653,,,,,1//脱出の巻物
549,654,,,,,1//治癒の雨の巻物
242,655,,,,,1//魔法の地図の巻物
411,656,,,,,1//物質感知の巻物
14,657,,,,,1//鑑定の巻物
362,658,,,,,1//*鑑定*の巻物
390,659,,,,,1//魔力の巻物
398,660,,,,,1//知恵の巻物
430,661,,,,,1//成長の巻物
243,662,,,,,1//能力獲得の巻物
244,663,,,,,1//不思議の巻物
395,664,,,,,1//マテリアル生成の巻物
384,665,,,,,1//ホーリーヴェイルの巻物
388,666,,,,,1//清浄なる光の巻物
389,667,,,,,1//全浄化の巻物
431,668,,,,,1//信仰の巻物
479,669,,,,,1//援軍の巻物
515,670,,,,,1//充填の巻物
17,671,,,,,1//インコグニートの巻物
709,672,,,,,1//契約の巻物
737,673,,,,,1//名前の巻物
632,674,,,,,1//羽の生えた巻物
500,675,,,,,1//劣悪素材の巻物
501,676,,,,,1//素材変化の巻物
502,677,,,,,1//*素材変化*の巻物
506,678,,,,,1//武器強化の巻物
507,679,,,,,1//*武器強化*の巻物
508,680,,,,,1//防具強化の巻物
509,681,,,,,1//*防具強化*の巻物
708,682,,,,,1//復活の書
209,689,,,,,1//解呪の巻物
505,558,,,,,1//505:妹の日記
624,559,,,,,1//624:お嬢様の日記
623,587,,,,,1//623:妹の秘密の日記
220,683//魚の死骸
240,684//宝箱
239,685//宝石で飾られた宝箱
621,686//宝の地図
667,687//妹が愛を込めて作ったお弁当
720,688,,,,,1//幸せのベッド
724,690//音楽チケット
233,691//兵糧
259,692//生麺
510,693//形見のカバン
